Id,Label,salary low,salary median,salary high,national_count,Degré,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Modularity Class
3780,benefits manager,57873.0,83103.0,123588.0,18644.0,9,9.0,2.0,7.0,6
4271,nurse recruiter,35426.0,46968.0,67607.0,263633.0,4,4.0,2.0,2.0,6
4272,healthcare recruiter,36129.0,40629.0,49721.0,31541.0,5,5.0,1.0,4.0,6
4441,inspector,30000.0,45719.0,85463.0,23273.0,8,8.0,2.0,6.0,13
5422,senior coordinator,39999.0,50000.0,72690.0,31541.0,7,7.0,1.0,6.0,6
7344,staff occupational therapist,57699.0,66488.0,74900.0,28028.0,1,1.0,1.0,0.0,6
7510,recruitment specialist,38925.0,51868.0,68504.0,31541.0,7,7.0,1.0,6.0,6
7545,management recruiter,46529.0,80000.0,129600.0,31541.0,2,2.0,1.0,1.0,6
7602,senior benefits analyst,50545.0,64260.0,82793.0,73024.0,4,4.0,2.0,2.0,6
8688,product marketing engineer,68586.0,92995.0,122988.0,33317.0,3,3.0,2.0,1.0,6
10693,subject matter expert,49239.0,84000.0,143184.0,14826.0,16,16.0,2.0,14.0,8
11462,strategic planner,48540.0,80000.0,122770.0,41535.0,5,5.0,1.0,4.0,6
11465,job developer,30000.0,38570.0,45710.0,38895.0,2,2.0,1.0,1.0,6
11754,esthetician,11445.0,31996.0,46071.0,35903.0,4,4.0,0.0,4.0,16
12469,compensation analyst,48818.0,62661.0,83213.0,27235.0,12,12.0,2.0,10.0,6
13140,compliance director,95888.0,125831.0,178000.0,24169.0,2,2.0,0.0,2.0,6
13664,technical marketing engineer,83218.0,114156.0,146037.0,13718.0,2,2.0,1.0,1.0,6
15787,employment specialist,30000.0,40129.0,56300.0,24169.0,13,13.0,1.0,12.0,6
16858,senior compensation analyst,61463.0,82611.0,115490.0,73024.0,7,7.0,3.0,4.0,6
16860,compensation consultant,79546.0,94454.0,118528.0,15888.0,7,7.0,3.0,4.0,6
16861,compensation manager,92417.0,111650.0,140284.0,40390.0,7,7.0,3.0,4.0,6
16961,it project leader,65929.0,91654.0,122034.0,90853.0,5,5.0,0.0,5.0,6
17361,senior technical engineer,80220.0,97531.0,121914.0,84202.0,5,5.0,0.0,5.0,11
18279,principal financial analyst,76293.0,94300.0,124829.0,50016.0,2,2.0,0.0,2.0,6
18328,process associate,34510.0,35200.0,39535.0,14826.0,6,6.0,0.0,6.0,15
20033,director of customer service,54074.0,103232.0,144080.0,125918.0,4,4.0,0.0,4.0,6
186,test engineer,59871.0,74331.0,108387.0,35334.0,68,68.0,56.0,12.0,7
201,process engineer,61667.0,88382.0,118709.0,14826.0,35,35.0,23.0,12.0,7
668,senior test engineer,69330.0,90881.0,118561.0,84202.0,36,36.0,24.0,12.0,7
669,test analyst,62220.0,66615.0,72258.0,15815.0,20,20.0,9.0,11.0,7
670,qa analyst,48563.0,62995.0,83485.0,15815.0,50,50.0,37.0,13.0,7
671,software test engineer,60816.0,84870.0,93086.0,84202.0,54,54.0,41.0,13.0,7
672,qa engineer,56557.0,82097.0,106000.0,19137.0,43,43.0,30.0,13.0,7
674,qa lead,60825.0,82867.0,108559.0,19137.0,33,33.0,21.0,12.0,7
675,senior qa engineer,79881.0,100982.0,127577.0,19137.0,34,34.0,20.0,14.0,7
703,senior manufacturing engineer,74747.0,91350.0,113267.0,41748.0,20,20.0,11.0,9.0,7
705,quality engineer,55000.0,72112.0,94300.0,13410.0,38,38.0,25.0,13.0,7
713,senior process engineer,81806.0,105274.0,127583.0,14826.0,18,18.0,7.0,11.0,7
1060,quality analyst,48047.0,67453.0,79046.0,15815.0,18,18.0,4.0,14.0,7
1105,quality assurance analyst,50222.0,64178.0,83206.0,15815.0,33,33.0,22.0,11.0,7
1106,software quality analyst,55002.0,66280.0,82620.0,15815.0,14,14.0,3.0,11.0,7
1107,senior software tester,69534.0,90118.0,111468.0,19137.0,11,11.0,0.0,11.0,7
1108,senior qa analyst,65000.0,82931.0,104800.0,15815.0,41,41.0,29.0,12.0,7
1109,software qa engineer,61747.0,92500.0,122271.0,19137.0,23,23.0,11.0,12.0,7
1575,quality assurance technician,37772.0,42240.0,57740.0,15815.0,18,18.0,6.0,12.0,7
1798,system test engineer,63056.0,85108.0,111173.0,19137.0,11,11.0,1.0,10.0,7
1801,senior test analyst,60084.0,70417.0,84164.0,15815.0,15,15.0,3.0,12.0,7
1802,technical test lead,66308.0,72464.0,82989.0,13718.0,7,7.0,1.0,6.0,7
1803,lead qa analyst,68335.0,79992.0,104869.0,15815.0,19,19.0,6.0,13.0,7
1804,qa consultant,54321.0,68396.0,82506.0,15815.0,15,15.0,4.0,11.0,7
1805,senior software test engineer,74426.0,96425.0,123678.0,84202.0,14,14.0,3.0,11.0,7
1806,qa manager,74528.0,107917.0,140292.0,19137.0,24,24.0,12.0,12.0,7
1807,quality assurance engineer,53959.0,72088.0,99605.0,13410.0,28,28.0,15.0,13.0,7
1808,senior qa lead,79982.0,98632.0,112583.0,19137.0,9,9.0,3.0,6.0,7
1809,sqa engineer,61935.0,80963.0,111336.0,19137.0,18,18.0,4.0,14.0,7
1810,lead qa engineer,78733.0,100000.0,122857.0,19137.0,19,19.0,5.0,14.0,7
1820,senior qa tester,51519.0,68129.0,106586.0,19137.0,14,14.0,2.0,12.0,7
1821,qa test engineer,49974.0,65682.0,99566.0,19137.0,13,13.0,1.0,12.0,7
1885,quality manager,59354.0,90187.0,128098.0,14375.0,30,30.0,17.0,13.0,7
1886,senior quality engineer,74494.0,91084.0,114977.0,13410.0,24,24.0,9.0,15.0,7
1887,supplier quality engineer,62610.0,78545.0,101898.0,13410.0,20,20.0,5.0,15.0,7
1888,quality assurance manager,58140.0,95315.0,130129.0,14375.0,43,43.0,31.0,12.0,7
1889,quality technician,31318.0,38193.0,48307.0,23273.0,17,17.0,6.0,11.0,7
1890,quality supervisor,47845.0,62795.0,91613.0,14375.0,13,13.0,4.0,9.0,7
1891,quality control inspector,31804.0,34810.0,66780.0,23273.0,17,17.0,8.0,9.0,7
1892,manufacturing supervisor,47929.0,70991.0,88182.0,75260.0,8,8.0,1.0,7.0,7
1906,process development engineer,65931.0,88934.0,114903.0,14826.0,8,8.0,1.0,7.0,7
2035,automation engineer,60900.0,77647.0,102318.0,19137.0,12,12.0,1.0,11.0,7
2277,senior quality assurance engineer,77419.0,96000.0,117782.0,13410.0,19,19.0,5.0,14.0,7
2791,senior quality analyst,58351.0,77615.0,100614.0,15815.0,17,17.0,3.0,14.0,7
2912,senior quality assurance analyst,84409.0,85672.0,88807.0,15815.0,23,23.0,10.0,13.0,7
2913,software quality assurance analyst,47845.0,61935.0,81574.0,15815.0,13,13.0,4.0,9.0,7
2914,performance engineer,64631.0,84017.0,115837.0,41748.0,4,4.0,1.0,3.0,7
2916,software quality engineer,60937.0,81585.0,102371.0,84202.0,17,17.0,5.0,12.0,7
2919,systems test engineer,63056.0,85108.0,111173.0,35334.0,8,8.0,1.0,7.0,7
2922,qa team lead,49729.0,84100.0,111119.0,19137.0,11,11.0,1.0,10.0,7
2923,senior software qa engineer,87429.0,108060.0,129647.0,19137.0,16,16.0,3.0,13.0,7
2925,software qa analyst,46335.0,57690.0,72304.0,15815.0,10,10.0,1.0,9.0,7
3681,quality control manager,45724.0,70588.0,107860.0,14375.0,15,15.0,5.0,10.0,7
3845,quality assurance inspector,36611.0,47372.0,67659.0,15815.0,15,15.0,5.0,10.0,7
3846,quality assurance supervisor,45656.0,57217.0,93687.0,14375.0,17,17.0,5.0,12.0,7
3847,quality control technician,30088.0,40422.0,56279.0,23273.0,19,19.0,6.0,13.0,7
3848,quality inspector,32375.0,42322.0,71226.0,23273.0,14,14.0,6.0,8.0,7
3890,qa test lead,50829.0,64909.0,101338.0,19137.0,13,13.0,2.0,11.0,7
3947,senior testing engineer,69330.0,90881.0,118561.0,19137.0,8,8.0,1.0,7.0,7
3953,senior qa,69109.0,90000.0,114412.0,19137.0,10,10.0,1.0,9.0,7
4302,test consultant,58660.0,73275.0,90031.0,15815.0,10,10.0,2.0,8.0,7
4304,system test analyst,57640.0,81998.0,87644.0,15815.0,1,1.0,1.0,0.0,7
4308,software testing engineer,60816.0,84870.0,93086.0,19137.0,12,12.0,3.0,9.0,7
4309,senior qa specialist,73048.0,96542.0,128320.0,15815.0,7,7.0,1.0,6.0,7
4316,senior qa manager,97623.0,118709.0,145138.0,19137.0,5,5.0,2.0,3.0,7
4318,senior test lead,83206.0,130310.0,143919.0,84202.0,5,5.0,0.0,5.0,7
4320,senior sqa engineer,89200.0,105479.0,123086.0,19137.0,8,8.0,1.0,7.0,7
4321,sqa analyst,48814.0,66422.0,76471.0,27235.0,4,4.0,1.0,3.0,7
4347,senior system test engineer,83748.0,98042.0,124524.0,19137.0,6,6.0,2.0,4.0,7
4349,quality assurance lead,62740.0,87463.0,113163.0,15815.0,15,15.0,3.0,12.0,7
4401,software design engineer,72388.0,90665.0,112747.0,84202.0,20,20.0,6.0,14.0,7
4482,director of quality,86208.0,126173.0,156200.0,14375.0,12,12.0,1.0,11.0,7
4483,supplier development engineer,67370.0,79997.0,98771.0,84202.0,5,5.0,1.0,4.0,7
4484,senior supplier quality engineer,79071.0,91350.0,112056.0,13410.0,7,7.0,2.0,5.0,7
4492,quality control supervisor,22646.0,39147.0,69582.0,14375.0,13,13.0,4.0,9.0,7
4851,hardware test engineer,70836.0,88646.0,127383.0,35334.0,1,1.0,0.0,1.0,7
4930,validation engineer,54195.0,74426.0,97229.0,41748.0,12,12.0,1.0,11.0,7
5610,lead quality engineer,78284.0,100924.0,126917.0,13410.0,4,4.0,1.0,3.0,7
5611,release software engineer,63793.0,82342.0,113950.0,84202.0,1,1.0,1.0,0.0,7
6049,software,46779.0,76552.0,102550.0,84202.0,14,14.0,3.0,11.0,7
6234,lead quality assurance analyst,89647.0,102020.0,104807.0,15815.0,5,5.0,1.0,4.0,7
6235,senior software quality assurance analyst,69598.0,86275.0,101933.0,15815.0,4,4.0,1.0,3.0,7
6240,quality assurance consultant,42579.0,71158.0,92602.0,15815.0,9,9.0,2.0,7.0,7
6241,senior performance engineer,84499.0,109639.0,131901.0,41748.0,1,1.0,1.0,0.0,7
6261,software qa lead,66087.0,91730.0,110935.0,19137.0,8,8.0,1.0,7.0,7
6262,software qa manager,100540.0,133548.0,155507.0,19137.0,3,3.0,2.0,1.0,7
6263,qa test analyst,52143.0,63520.0,80938.0,15815.0,10,10.0,1.0,9.0,7
7677,quality assurance coordinator,48617.0,57509.0,67834.0,14375.0,4,4.0,1.0,3.0,7
8432,quality assurance,35715.0,49000.0,83173.0,14375.0,13,13.0,2.0,11.0,7
8438,senior software quality assurance engineer,78533.0,99848.0,119723.0,19137.0,5,5.0,0.0,5.0,7
8469,lead test engineer,73612.0,94193.0,115208.0,84202.0,7,7.0,1.0,6.0,7
8477,quality assurance team lead,66119.0,88224.0,104798.0,15815.0,5,5.0,1.0,4.0,7
8713,director of quality assurance,61964.0,117832.0,139422.0,14375.0,6,6.0,1.0,5.0,7
8714,quality systems manager,75451.0,109270.0,142025.0,14375.0,7,7.0,1.0,6.0,7
8715,principal quality engineer,88962.0,108612.0,126323.0,13410.0,4,4.0,1.0,3.0,7
9277,validation analyst,52608.0,61935.0,80644.0,27235.0,7,7.0,1.0,6.0,7
9280,senior validation engineer,79951.0,99625.0,124846.0,41748.0,1,1.0,1.0,0.0,7
10484,firmware engineer,69109.0,86275.0,118907.0,84202.0,9,9.0,1.0,8.0,7
10691,research software engineer,102026.0,124530.0,168205.0,84202.0,3,3.0,1.0,2.0,7
10954,performance test engineer,61931.0,85260.0,99562.0,19137.0,1,1.0,0.0,1.0,7
11551,quality assurance auditor,40150.0,64750.0,88600.0,13410.0,5,5.0,0.0,5.0,7
12080,senior environmental engineer,75810.0,95587.0,114359.0,15225.0,4,4.0,2.0,2.0,7
13055,software validation engineer,63793.0,70709.0,94450.0,84202.0,3,3.0,1.0,2.0,7
13421,software test engineer ii,53738.0,77830.0,98027.0,84202.0,5,5.0,1.0,4.0,7
17529,software test engineer iii,77296.0,89493.0,119253.0,84202.0,2,2.0,1.0,1.0,7
17530,lead software test engineer,75000.0,94300.0,113313.0,84202.0,2,2.0,2.0,0.0,7
6,lawyer,74607.0,141560.0,254250.0,9.999999999999E12,3,3.0,0.0,3.0,10
20,project manager,81285.0,96425.0,125460.0,90853.0,615,615.0,601.0,14.0,13
65,technical writer,42529.0,59458.0,90840.0,13718.0,54,54.0,43.0,11.0,10
68,senior technical writer,64750.0,90972.0,118589.0,13718.0,29,29.0,19.0,10.0,10
158,business analyst,50289.0,65991.0,90705.0,73024.0,185,185.0,170.0,15.0,20
172,senior business analyst,64750.0,85329.0,116489.0,73024.0,64,64.0,49.0,15.0,20
328,instructional designer,45000.0,62052.0,87773.0,13718.0,21,21.0,9.0,12.0,10
329,technical editor,40836.0,59246.0,108783.0,13718.0,14,14.0,6.0,8.0,10
331,proposal writer,43219.0,56590.0,86536.0,15200.0,13,13.0,3.0,10.0,10
332,documentation specialist,35716.0,55288.0,86622.0,13718.0,17,17.0,4.0,13.0,10
333,writer,34392.0,52091.0,86275.0,13718.0,16,16.0,10.0,6.0,10
349,documentation manager,55251.0,91350.0,124891.0,13718.0,11,11.0,3.0,8.0,10
353,principal technical writer,75561.0,102791.0,126991.0,13718.0,7,7.0,2.0,5.0,10
393,team leader,30968.0,63793.0,133130.0,154744.0,55,55.0,41.0,14.0,15
598,business systems analyst,57632.0,73150.0,95213.0,73024.0,34,34.0,19.0,15.0,20
604,data analyst,45000.0,62379.0,90374.0,27235.0,46,46.0,31.0,15.0,20
605,business system analyst,57632.0,73150.0,95213.0,73024.0,16,16.0,2.0,14.0,20
642,project analyst,44662.0,61667.0,86821.0,90853.0,18,18.0,3.0,15.0,20
643,lead business analyst,72065.0,96046.0,121407.0,73024.0,17,17.0,2.0,15.0,20
644,senior business systems analyst,73452.0,94206.0,123323.0,73024.0,20,20.0,5.0,15.0,20
712,senior instructional designer,59354.0,80500.0,100998.0,13718.0,14,14.0,3.0,11.0,10
1082,trainer,34182.0,49874.0,77340.0,27512.0,23,23.0,8.0,15.0,10
1084,technical trainer,47400.0,72748.0,99049.0,13718.0,18,18.0,4.0,14.0,10
1099,tech writer,40804.0,62478.0,95223.0,13718.0,5,5.0,1.0,4.0,10
1116,content writer,27557.0,32240.0,50600.0,15200.0,7,7.0,0.0,7.0,10
1233,senior project designer,70694.0,81258.0,100700.0,18521.0,2,2.0,1.0,1.0,13
1469,technical coordinator,41290.0,61935.0,98579.0,31541.0,7,7.0,1.0,6.0,13
1660,senior data analyst,64928.0,78041.0,107313.0,27235.0,13,13.0,2.0,11.0,20
1661,senior business system analyst,73452.0,94206.0,123323.0,73024.0,11,11.0,1.0,10.0,20
1741,team manager,30968.0,56524.0,121592.0,154744.0,15,15.0,1.0,14.0,17
1755,senior project analyst,57855.0,75500.0,104061.0,90853.0,10,10.0,1.0,9.0,10
1774,bridge engineer,61659.0,78458.0,104587.0,15225.0,3,3.0,1.0,2.0,13
1791,implementation specialist,39788.0,53161.0,86535.0,90853.0,16,16.0,2.0,14.0,6
1905,lead process engineer,90786.0,103518.0,127427.0,14826.0,3,3.0,1.0,2.0,13
2838,training manager,44100.0,75491.0,118373.0,32270.0,20,20.0,6.0,14.0,10
2840,senior training specialist,53252.0,70543.0,95446.0,30315.0,12,12.0,1.0,11.0,10
2841,training consultant,37132.0,68161.0,92120.0,48301.0,13,13.0,3.0,10.0,10
2849,senior trainer,45675.0,65285.0,102621.0,13718.0,12,12.0,2.0,10.0,10
2890,regulatory associate,46579.0,58876.0,85058.0,24169.0,1,1.0,1.0,0.0,10
3169,landscape architect,46061.0,55288.0,79754.0,22918.0,2,2.0,1.0,1.0,13
3346,senior instructor,45195.0,63618.0,109554.0,10809.0,8,8.0,1.0,7.0,13
3720,business process analyst,49272.0,69167.0,113762.0,73024.0,14,14.0,0.0,14.0,20
3864,business,43070.0,76913.0,112506.0,73024.0,14,14.0,0.0,14.0,20
3991,pmo analyst,47466.0,65247.0,104213.0,73024.0,7,7.0,1.0,6.0,13
4064,telecommunications analyst,50479.0,57293.0,83087.0,15815.0,9,9.0,2.0,7.0,13
4179,sap sd consultant,64857.0,78975.0,108387.0,73024.0,11,11.0,3.0,8.0,21
4208,it project coordinator,51806.0,69008.0,98411.0,90853.0,7,7.0,1.0,6.0,10
4247,senior bridge engineer,74303.0,97491.0,128595.0,15225.0,1,1.0,1.0,0.0,13
4278,implementation consultant,52000.0,72040.0,97041.0,90853.0,17,17.0,3.0,14.0,20
4567,senior it analyst,69893.0,87456.0,111073.0,73024.0,9,9.0,0.0,9.0,20
4704,project controls engineer,61325.0,74426.0,114987.0,35334.0,7,7.0,2.0,5.0,13
4777,project field engineer,68255.0,110871.0,138539.0,41748.0,1,1.0,0.0,1.0,13
5228,lead quality assurance engineer,83033.0,102558.0,122271.0,13410.0,3,3.0,1.0,2.0,13
5293,developer project manager,91810.0,111650.0,119482.0,90853.0,4,4.0,0.0,4.0,20
6184,civil engineering technician,37213.0,50902.0,63778.0,15225.0,1,1.0,0.0,1.0,13
6812,senior production engineer,71925.0,119871.0,155287.0,41748.0,3,3.0,0.0,3.0,13
6935,senior market research analyst,57350.0,81202.0,124592.0,109395.0,1,1.0,1.0,0.0,10
7531,business architect,80473.0,110942.0,147125.0,22918.0,8,8.0,1.0,7.0,20
7538,senior it business analyst,71412.0,95713.0,121400.0,73024.0,8,8.0,2.0,6.0,20
7620,implementation manager,55825.0,81200.0,124284.0,90853.0,15,15.0,1.0,14.0,20
7665,senior reservoir engineer,114419.0,134896.0,174410.0,41748.0,2,2.0,0.0,2.0,10
7719,business systems analyst consultant,82460.0,98167.0,127583.0,73024.0,5,5.0,1.0,4.0,20
7775,senior functional analyst,65224.0,89766.0,113379.0,50016.0,10,10.0,1.0,9.0,20
7816,commissioning engineer,56868.0,70543.0,104878.0,41748.0,5,5.0,0.0,5.0,10
7894,junior project manager,39205.0,53180.0,79736.0,90853.0,7,7.0,1.0,6.0,10
7898,business intelligence consultant,60459.0,81341.0,111829.0,73024.0,10,10.0,2.0,8.0,20
7982,telecommunications engineer,57745.0,69294.0,86817.0,84202.0,11,11.0,2.0,9.0,13
8177,information architect,64750.0,90972.0,117157.0,22918.0,7,7.0,0.0,7.0,10
8181,sap sd functional consultant,73354.0,85565.0,98559.0,73024.0,5,5.0,2.0,3.0,21
8187,sap sd analyst,70972.0,104072.0,122472.0,73024.0,5,5.0,2.0,3.0,21
8337,implementation analyst,43900.0,59513.0,87825.0,73024.0,6,6.0,1.0,5.0,10
8431,quality assurance test analyst,53252.0,61018.0,74791.0,15815.0,5,5.0,2.0,3.0,7
8433,senior test manager,114188.0,131840.0,160000.0,19137.0,2,2.0,1.0,1.0,7
8824,project controls manager,82337.0,129611.0,178812.0,90853.0,10,10.0,3.0,7.0,13
9041,senior cost engineer,61976.0,94021.0,139736.0,41748.0,2,2.0,1.0,1.0,13
9198,installation engineer,58723.0,78000.0,120506.0,19137.0,5,5.0,0.0,5.0,10
9432,telecommunications manager,85619.0,110831.0,139510.0,45179.0,4,4.0,1.0,3.0,13
9827,business intelligence analyst,52072.0,71050.0,100232.0,73024.0,11,11.0,1.0,10.0,20
10435,program consultant,74268.0,78849.0,94539.0,90853.0,2,2.0,0.0,2.0,13
10486,process analyst,41790.0,63128.0,95246.0,73024.0,6,6.0,1.0,5.0,15
10924,deployment manager,59226.0,96931.0,130448.0,35661.0,3,3.0,0.0,3.0,13
10953,testing manager,66631.0,93032.0,123958.0,19137.0,1,1.0,0.0,1.0,13
11069,transmission engineer,60970.0,81532.0,98797.0,41748.0,2,2.0,0.0,2.0,13
11423,senior inventory analyst,54341.0,64000.0,82851.0,30315.0,3,3.0,1.0,2.0,4
11470,enrollment manager,54391.0,68382.0,96633.0,32028.0,3,3.0,1.0,2.0,13
12417,business systems consultant,98076.0,106840.0,115686.0,73024.0,9,9.0,1.0,8.0,20
12595,business analyst consultant,64094.0,88602.0,107177.0,73024.0,15,15.0,1.0,14.0,20
12596,lead business systems analyst,76125.0,100581.0,116331.0,73024.0,6,6.0,1.0,5.0,20
12829,project manager analyst,66716.0,90769.0,110562.0,90853.0,6,6.0,1.0,5.0,10
12960,senior telecommunications engineer,80810.0,96408.0,116267.0,84202.0,2,2.0,1.0,1.0,13
13123,digital marketing manager,51181.0,79871.0,113319.0,40390.0,8,8.0,0.0,8.0,10
13261,first sergeant,58455.0,77700.0,88560.0,45179.0,3,3.0,0.0,3.0,13
13466,market research manager,55579.0,96456.0,124011.0,40390.0,3,3.0,0.0,3.0,10
13839,scheduling engineer,74302.0,83206.0,104093.0,15225.0,3,3.0,1.0,2.0,13
14573,sas programmer,53959.0,64750.0,90838.0,27235.0,12,12.0,2.0,10.0,20
15730,software trainer,40008.0,55379.0,77106.0,19137.0,4,4.0,0.0,4.0,10
16005,sas developer,57084.0,67526.0,103941.0,26238.0,5,5.0,2.0,3.0,20
16020,engineering program manager,92365.0,118755.0,156903.0,35661.0,6,6.0,1.0,5.0,13
16829,process consultant,54118.0,80722.0,103273.0,43263.0,6,6.0,0.0,6.0,20
16945,senior business analyst consultant,77174.0,97034.0,119988.0,73024.0,6,6.0,1.0,5.0,20
17892,optical engineer,79511.0,91350.0,100817.0,35334.0,3,3.0,0.0,3.0,13
17897,transport engineer,56137.0,68784.0,90842.0,35334.0,3,3.0,1.0,2.0,13
18308,clinical sas programmer,57973.0,66499.0,81201.0,27235.0,1,1.0,1.0,0.0,20
18310,sas analyst,55471.0,60959.0,74321.0,27235.0,4,4.0,2.0,2.0,20
18311,sas clinical programmer,57973.0,66499.0,81201.0,27235.0,1,1.0,1.0,0.0,20
19232,software program manager,93691.0,116372.0,154842.0,35661.0,4,4.0,1.0,3.0,13
19581,senior business process analyst,64900.0,86275.0,115997.0,73024.0,4,4.0,0.0,4.0,13
19614,edi analyst,45325.0,65108.0,83206.0,73024.0,1,1.0,0.0,1.0,20
19742,senior process consultant,70738.0,97649.0,118414.0,73024.0,4,4.0,1.0,3.0,13
20514,project developer,45478.0,80646.0,105028.0,38895.0,4,4.0,0.0,4.0,15
21171,testing analyst,62220.0,66615.0,72258.0,15815.0,1,1.0,1.0,0.0,13
22279,business analyst ii,51786.0,69522.0,93094.0,73024.0,9,9.0,0.0,9.0,10
5,physician,54802.0,172667.0,265806.0,54360.0,5,5.0,0.0,5.0,3
54,director,87742.0,140292.0,196696.0,13674.0,400,400.0,385.0,15.0,8
55,medical director,121800.0,184829.0,253925.0,14155.0,14,14.0,5.0,9.0,8
56,associate medical director,92903.0,154361.0,208903.0,13674.0,3,3.0,2.0,1.0,3
96,talent manager,40234.0,75740.0,123871.0,90853.0,2,2.0,0.0,2.0,8
106,vice president of operations,84456.0,150000.0,212847.0,18100.0,16,16.0,3.0,13.0,8
144,vice president,102378.0,167811.0,212645.0,18100.0,251,251.0,236.0,15.0,8
162,program manager,81379.0,122000.0,159455.0,35661.0,121,121.0,107.0,14.0,8
170,senior project manager,85058.0,108704.0,138539.0,90853.0,88,88.0,74.0,14.0,8
179,president,75000.0,166413.0,332825.0,18100.0,81,81.0,66.0,15.0,8
187,senior manager,91350.0,130000.0,177507.0,33317.0,113,113.0,98.0,15.0,8
188,principal consultant,91165.0,117562.0,155883.0,43263.0,26,26.0,12.0,14.0,8
280,attending physician,122036.0,154167.0,205781.0,54360.0,9,9.0,3.0,6.0,8
283,executive vice president,126875.0,210580.0,348309.0,18100.0,19,19.0,4.0,15.0,8
285,senior director,125609.0,175365.0,226137.0,10809.0,34,34.0,19.0,15.0,8
286,executive director,60900.0,154503.0,258064.0,13674.0,36,36.0,22.0,14.0,8
288,staff physician,132814.0,170116.0,294538.0,54360.0,8,8.0,2.0,6.0,8
289,staff psychiatrist,155180.0,184813.0,223277.0,11832.0,4,4.0,1.0,3.0,8
291,associate director,63727.0,113313.0,166049.0,13674.0,21,21.0,8.0,13.0,8
299,chief executive officer,99993.0,197437.0,361878.0,18100.0,16,16.0,2.0,14.0,8
384,principal,77695.0,144363.0,228375.0,17952.0,30,30.0,16.0,14.0,8
452,managing partner,55506.0,120207.0,310326.0,18644.0,15,15.0,0.0,15.0,8
477,senior vice president,129019.0,185806.0,265806.0,18100.0,30,30.0,15.0,15.0,8
485,director of operations,58669.0,103226.0,165023.0,18100.0,41,41.0,28.0,13.0,8
488,chief operating officer,85834.0,171870.0,309677.0,18100.0,20,20.0,7.0,13.0,8
577,assistant vice president,71323.0,107000.0,141716.0,16512.0,22,22.0,7.0,15.0,8
578,managing director,97871.0,190967.0,323751.0,13674.0,36,36.0,21.0,15.0,8
620,senior program manager,99057.0,131840.0,158340.0,35661.0,27,27.0,13.0,14.0,8
640,technical project manager,71220.0,100380.0,129698.0,90853.0,25,25.0,10.0,15.0,8
802,vice president of engineering,111722.0,152258.0,202829.0,18100.0,10,10.0,0.0,10.0,8
954,executive,65000.0,115490.0,250000.0,16512.0,13,13.0,1.0,12.0,16
965,senior medical director,150094.0,260000.0,307828.0,10809.0,1,1.0,1.0,0.0,8
971,administrator,35466.0,55415.0,96425.0,37872.0,22,22.0,8.0,14.0,8
1070,chief of staff,77677.0,134490.0,170308.0,18100.0,14,14.0,0.0,14.0,8
1094,proposal manager,63100.0,88276.0,124883.0,17326.0,13,13.0,3.0,10.0,10
1406,senior,58854.0,71462.0,96583.0,30315.0,13,13.0,2.0,11.0,6
1619,chief technology officer,97377.0,166246.0,243714.0,18100.0,19,19.0,4.0,15.0,8
1659,portfolio manager,65000.0,123871.0,221662.0,14556.0,18,18.0,3.0,15.0,8
1757,management consultant,105022.0,131613.0,161929.0,43263.0,16,16.0,2.0,14.0,8
1767,project director,50000.0,98224.0,161876.0,90853.0,16,16.0,2.0,14.0,8
1790,it project manager,75196.0,100000.0,119328.0,90853.0,23,23.0,8.0,15.0,8
1794,project manager consultant,111202.0,128138.0,150943.0,90853.0,16,16.0,4.0,12.0,8
2204,senior property manager,70888.0,87742.0,111367.0,14556.0,12,12.0,3.0,9.0,8
2207,contracts manager,61018.0,91730.0,126875.0,38393.0,13,13.0,3.0,10.0,8
2244,faculty,37328.0,55648.0,91271.0,24169.0,9,9.0,1.0,8.0,3
2489,senior executive,61521.0,177625.0,257232.0,48466.0,15,15.0,3.0,12.0,9
2525,assistant administrator,34374.0,58903.0,79323.0,39258.0,15,15.0,3.0,12.0,8
2527,nursing home administrator,62778.0,90175.0,109112.0,79047.0,11,11.0,2.0,9.0,8
2562,executive officer,54560.0,78276.0,127373.0,18100.0,15,15.0,6.0,9.0,8
2565,deputy director,77621.0,120900.0,169168.0,10809.0,13,13.0,0.0,13.0,8
2566,operations officer,63928.0,84000.0,122697.0,18100.0,15,15.0,5.0,10.0,8
2599,director of education,38910.0,63000.0,100237.0,48301.0,11,11.0,0.0,11.0,3
2811,intelligence officer,58307.0,74374.0,104084.0,11523.0,9,9.0,3.0,6.0,8
2871,senior proposal manager,97325.0,124435.0,158278.0,90853.0,9,9.0,2.0,7.0,8
2873,proposal analyst,49698.0,58870.0,68187.0,73024.0,3,3.0,2.0,1.0,10
2984,contracting officer,61825.0,84029.0,124805.0,20224.0,6,6.0,3.0,3.0,8
2996,senior management analyst,56346.0,83123.0,108661.0,50016.0,8,8.0,2.0,6.0,8
3914,sap fico consultant,61935.0,78038.0,98614.0,73024.0,10,10.0,1.0,9.0,8
3929,managing principal,116725.0,159483.0,231842.0,43263.0,10,10.0,1.0,9.0,8
3942,chief information officer,93935.0,157325.0,255650.0,18100.0,17,17.0,2.0,15.0,8
3943,director of technology,80704.0,138539.0,184813.0,18100.0,16,16.0,1.0,15.0,8
4014,senior portfolio manager,86984.0,145688.0,238080.0,33317.0,3,3.0,1.0,2.0,8
